id,title,titleJa,titleEn,image,mean,rank,num_list_users,num_scoring_users,num_episodes,start_date,end_date,media_type,status,rating,average_episode_duration,genres,studios
17493,Ashita Genki ni Nare!: Hanbun no Satsumaimo???,あした元気にな～れ!～半分のさつまいも～,Tomorrow Will Become Better!: Half a Sweet Potato,https://cdn.myanimelist.net/images/anime/8/46947.jpg,6.38,7846,1062,183,1,30-06-2005,30-06-2005,movie,finished_airing,,5340,Drama,AYCO
17497,Jewelpet Happiness,ジュエルペット ハッピネス???,,https://cdn.myanimelist.net/images/anime/5/47697.webp,NaN,5257,4578,1550,52,06-04-2013,29-03-2014,tv,finished_airing,pg,1480,"Anthropomorphic, Mahou Shoujo",Studio Comet
17501,Abe George Kattobi Seishun Ki: Shibuya Honky Tonk,安部譲二かっとび青春記 渋谷ホンキィトンク!!,,https://cdn.myanimelist.net/images/anime/3/46761.jpg,5.39,12547,934,168,4,25-05-1988,25-11-1988,ova,finished_airing,r+,2021,"Drama, Ecchi",
17505,Mushibugyou!!,ムシブギョー 蟲奉行,Mushibugyo???,https://cdn.myanimelist.net/images/anime/12/48827.jpg,7.29,,94046,35804,26,08-04-2013,30-09-2013,tv,finished_airing,pg_13,1395,"Action, Fantasy, Historical, Martial Arts, Samurai, Shounen",Seven Arcs Pictures
17513,Diabolik Lovers,DIABOLIK LOVERS!!,Diabolik Lovers???,https://cdn.myanimelist.net/images/anime/9/51989.jpg,5.18,13057,362150,205544,12,16-09-2013,09-12-2013,tv,finished_airing,r,900,"Drama, Josei, Reverse Harem, School, Supernatural, Vampire",Zexcs
17521,Ookami Shounen Ken,狼少年ケン!!,,https://cdn.myanimelist.net/images/anime/12/56389.webp,5.92,10390,1235,498,86,25-11-1963,16-08-1965,tv,finished_airing,g,1460,"Adventure, Kids",Toei Animation
17535,Fairy Tail Movie 1: Houou no Miko - Hajimari no Asa!!,フェアリーテイル: 序章「はじまりの朝」,Fairy Tail the Movie: The Phoenix Priestess - The First Morning,https://cdn.myanimelist.net/images/anime/8/50101.webp,7.33,2717,92649,NaN,1,15-02-2013,15-02-2013,special,finished_airing,pg_13,730,"Fantasy, Shounen","Satelight, A-1 Pictures"
17537,Ryou Seibai!: Gakuen Bishoujo Seisai Hiroku???,凌成敗! ~学園美少女制裁秘録~,,https://cdn.myanimelist.net/images/anime/5/50201.webp,6.78,,8255,2921,2,26-04-2013,26-07-2013,ova,finished_airing,rx,1785,Hentai,Suzuki Mirano
17539,Mesu Nochi Torare,メスのちトラレ,,https://cdn.myanimelist.net/images/anime/1321/115187.webp,NaN,,9302,3441,2,05-04-2013,21-06-2013,ova,finished_airing,rx,840,Hentai,Rabbit Gate
17541,Kotowari: Kimi no Kokoro no Koboreta Kakera,理－コトワリ－ ~キミの心の零れた欠片~,,https://cdn.myanimelist.net/images/anime/1020/107330.webp,6.52,,7408,2505,2,29-03-2013,31-05-2013,ova,finished_airing,rx,1740,Hentai,Nihikime no Dozeu
17543,D-Spray,D-spray???,,https://cdn.myanimelist.net/images/anime/1459/103908.jpg,6.36,,4890,1869,1,29-03-2013,29-03-2013,ova,finished_airing,rx,1560,Hentai,Schoolzone
17549,Non Non Biyori???,のんのんびより???,Non Non Biyori!!,https://cdn.myanimelist.net/images/anime/2/51581.webp,7.94,762,441471,180995,12,08-10-2013,24-12-2013,tv,finished_airing,pg_13,1440,"CGDCT, Iyashikei, School, Seinen, Slice of Life",SILVER LINK.
17551,Shakugan no Shana: Shana & Yuuji no Naze Nani Shana! Nandemo Shitsumonbako!!!,シャナ＆悠二の なぜなにシャナ！ なんでも質問箱！,,https://cdn.myanimelist.net/images/anime/8/46883.webp,6.29,8419,6533,1849,1,04-04-2007,04-04-2007,special,finished_airing,pg_13,344,"Comedy, Fantasy, Supernatural",J.C.Staff
17563,Koutetsu no Vendetta Episode 0,鋼鉄のヴァンデッタ,,https://cdn.myanimelist.net/images/anime/10/51987.webp,5.88,10631,NaN,160,1,22-02-2013,22-02-2013,ona,finished_airing,pg_13,1228,"Action, Mecha, Military, Sci-Fi",
17573,Uchuu Kyoudai: Itten no Hikari,プラネタリウム 宇宙兄弟 ～一点のひかり～,,https://cdn.myanimelist.net/images/anime/2/47201.jpg,6.52,6981,5749,1815,1,21-07-2012,21-07-2012,movie,finished_airing,pg_13,2280,"Comedy, Sci-Fi, Slice of Life",A-1 Pictures
17599,Konpora Kid???,コンポラキッド,,https://cdn.myanimelist.net/images/anime/12/47015.webp,,17193,410,NaN,26,03-06-1985,23-12-1985,tv,finished_airing,pg,1500,"Comedy, Kids, Sci-Fi",Toei Animation
17601,Non-tan to Issho!!,ノンタンといっしょ,,https://cdn.myanimelist.net/images/anime/8/47021.webp,6.2,8926,535,138,263,05-10-1992,18-03-1994,tv,finished_airing,pg,300,Kids,Pierrot
17603,Mr. Pen Pen,Mr.ペンペン,,https://cdn.myanimelist.net/images/anime/12/47235.jpg,5.9,10552,840,286,1,31-03-1986,31-03-1986,tv_special,finished_airing,pg,2820,"Comedy, Kids",
17605,Mr. Pen Pen II,Mr.ペンペンII???,,https://cdn.myanimelist.net/images/anime/13/47025.webp,5.99,10070,568,209,1,29-12-1986,29-12-1986,tv_special,finished_airing,pg,2760,"Comedy, Kids",
17613,Poka Poka Mori no Rascal,ぽかぽか森のラスカル,,https://cdn.myanimelist.net/images/anime/7/47039.jpg,,18744,495,107,52,01-04-2006,24-03-2007,tv,finished_airing,g,300,Kids,Nippon Animation
17615,Kyoufu Shinbun,恐怖新聞???,Terror Newspaper,https://cdn.myanimelist.net/images/anime/5/47041.jpg,5.61,11850,1371,505,2,21-07-1991,21-09-1991,ova,finished_airing,pg_13,1746,"Horror, Shounen",Pierrot
17619,Souya Monogatari???,宗谷物語,,https://cdn.myanimelist.net/images/anime/12/47045.jpg,,14668,708,110,21,07-02-1984,26-06-1984,tv,finished_airing,,1500,"Adventure, Drama, Historical",
17621,Ultraman: Chou Toushi Gekiden - Suisei Senjin Tsuifon Toujou???,ウルトラマン超闘士激伝 彗星戦神ツイフォン登場???,Ultraman Super Fighter Legend???,https://cdn.myanimelist.net/images/anime/4/47047.webp,5.88,10641,1090,307,1,25-09-1996,25-09-1996,ova,finished_airing,pg,2400,"Action, Sci-Fi, Space, Super Power",
17623,Futago no Monchhichi,ふたごのモンチッチ!!,,https://cdn.myanimelist.net/images/anime/12/47049.jpg,,20789,513,NaN,130,04-02-1980,01-08-1980,tv,finished_airing,pg,200,"Comedy, Kids",
17624,Omakase Scrappers!!,おまかせ スクラッパーズ,,https://cdn.myanimelist.net/images/anime/5/47062.jpg,,18475,458,87,39,07-04-1994,05-01-1995,tv,finished_airing,pg,1500,"Adventure, Comedy, Sci-Fi","ACC Production, JCF"
17635,Koitabi: True Tours Nanto,恋旅～True Tours Nanto～!!,,https://cdn.myanimelist.net/images/anime/10/50321.jpg,6.85,5115,17844,7091,6,28-04-2013,28-04-2013,tv_special,finished_airing,pg_13,420,Romance,P.A. Works
17637,Miyakawa-ke no Kuufuku,宮河家の空腹???,The Miyakawa Family's Hunger,https://cdn.myanimelist.net/images/anime/5/47451.webp,6.52,7002,26057,12290,10,29-04-2013,01-07-2013,ona,finished_airing,pg_13,345,Slice of Life,"Ordet, Encourage Films"
17641,Date A Live: Date to Date,デート・ア・ライブ DATE TO DATE???,,https://cdn.myanimelist.net/images/anime/1629/112503.jpg,7.31,2810,NaN,122254,1,06-12-2013,06-12-2013,ova,finished_airing,pg_13,1435,"Harem, Romance, School, Sci-Fi",AIC PLUS+
17643,Little Busters! Sekai no Saitou wa Ore ga Mamoru!???,リトルバスターズ！世界の斎藤は俺が守る！,Little Busters!: I Will Protect the World of Saitou!!!,https://cdn.myanimelist.net/images/anime/9/56461.webp,7.32,2772,29744,14325,1,15-11-2013,15-11-2013,ova,finished_airing,pg_13,1440,"Comedy, School",J.C.Staff
17649,Udauda Yatteru Hima wa Nee!,ウダウダやってるヒマはねェ!???,,https://cdn.myanimelist.net/images/anime/11/47101.jpg,,15223,684,100,2,07-04-1995,25-08-1995,ova,finished_airing,r,2700,"Action, Comedy, Delinquents, School, Shounen",J.C.Staff
17651,Genei wo Kakeru Taiyou,幻影ヲ駆ケル太陽!!,Day Break Illusion,https://cdn.myanimelist.net/images/anime/4/51071.jpg,6.4,7769,56001,21424,13,06-07-2013,28-09-2013,tv,finished_airing,r,1440,"Action, Drama, Mahou Shoujo, Psychological",AIC
17655,Kidou Senshi Gundam AGE: Memory of Eden,機動戦士ガンダムAGE MEMORY OF EDEN???,Mobile Suit Gundam AGE: Memory of Eden,https://cdn.myanimelist.net/images/anime/5/52775.webp,6.62,6396,5930,2253,2,26-07-2013,26-07-2013,ova,finished_airing,pg_13,4484,"Action, Drama, Mecha, Military, Sci-Fi",Sunrise
17659,Gunnm 3D Special,銃夢-3Dスペシャル-,,https://cdn.myanimelist.net/images/anime/9/47131.webp,4.82,13504,3757,1616,NaN,18-08-2000,18-08-2000,ova,finished_airing,pg_13,206,"Action, Sci-Fi",Anima
17665,Dohyou no Oni-tachi!!,土俵の鬼たち!!,,https://cdn.myanimelist.net/images/anime/1442/134339.jpg,,NaN,476,101,1,21-05-1994,21-05-1994,movie,finished_airing,,5700,"Combat Sports, Drama, Historical, Sports",Studio Deen
17667,Harisu no Kaze,ハリスの旋風???,,https://cdn.myanimelist.net/images/anime/13/47147.jpg,,21176,790,132,70,05-05-1966,31-08-1967,tv,finished_airing,,1520,"Comedy, School",
17669,Kunimatsu-sama no Otoridai???,国松さまのお通りだい!!,,https://cdn.myanimelist.net/images/anime/12/47149.jpg,6.28,8434,699,136,46,06-10-1971,25-09-1972,tv,finished_airing,,1340,"Comedy, School, Sports, Team Sports",Mushi Production
17671,Animal 1,アニマル１???,,https://cdn.myanimelist.net/images/anime/2/47151.jpg,NaN,9862,925,168,27,01-04-1968,30-09-1968,tv,finished_airing,pg_13,1520,"Combat Sports, Sports",Mushi Production
17673,Kyubi no Kitsune to Tobimaru (Sesshoseki)???,九尾の狐と飛丸（殺生石）,,https://cdn.myanimelist.net/images/anime/1410/148120.jpg,,17340,712,81,1,19-10-1968,19-10-1968,movie,finished_airing,,4860,"Fantasy, Mythology",
17675,Otogi no Sekai Ryokou,おとぎの世界旅行,,https://cdn.myanimelist.net/images/anime/5/47157.jpg,,18548,487,71,NaN,25-08-1962,25-08-1962,movie,finished_airing,g,4560,Adventure,
17677,Buki yo Saraba???,武器よさらば,A Farewell to Arms,https://cdn.myanimelist.net/images/anime/4/53169.jpg,6.89,4913,13559,4917,1,20-07-2013,20-07-2013,movie,finished_airing,r,1518,"Action, Drama, Sci-Fi",Sunrise
17679,Gambo???,GAMBO!!,Gambo,https://cdn.myanimelist.net/images/anime/10/53167.webp,6.52,7022,9665,4335,1,20-07-2013,20-07-2013,movie,finished_airing,r,729,"Action, Historical, Mythology",Sunrise
17681,Zettai Bouei Leviathan???,絶対防衛レヴィアタン,Leviathan: The Last Defense,https://cdn.myanimelist.net/images/anime/13/47499.webp,6.27,8516,29590,11855,13,06-04-2013,06-07-2013,tv,finished_airing,pg_13,1221,"Comedy, Fantasy",Gonzo
17687,Bemubemu Hunter Kotengu Tenmaru,,,https://cdn.myanimelist.net/images/anime/1755/134333.jpg,6.18,8985,NaN,147,19,26-05-1983,27-10-1983,tv,finished_airing,,1500,"Adventure, Fantasy",Toei Animation
17689,Chironup no Kitsune,チロヌップのきつね!!,,https://cdn.myanimelist.net/images/anime/4/47185.jpg,6.29,8387,1437,407,1,15-08-1987,15-08-1987,movie,finished_airing,g,4320,Drama,Group TAC
17693,Erementar Gerad: Aozora no Senki???,EREMENTAR GERAD-蒼空の戦旗-???,,https://cdn.myanimelist.net/images/anime/4/47195.webp,5.77,,1707,636,1,19-03-2005,19-03-2005,music,finished_airing,g,120,Music,
17697,Neon The Animation,音々The Animation,,https://cdn.myanimelist.net/images/anime/8/47203.webp,5.2,13026,1251,376,6,04-07-2011,03-04-2015,ona,finished_airing,g,300,"Comedy, Detective, Historical, Mecha, Slice of Life",
17699,Toriko Movie: Bishokushin no Special Menu???,劇場版トリコ 美食神の超食宝 (スペシャル・メニュー)!!,Toriko the Movie: Secret Recipe of Gourmet God!,https://cdn.myanimelist.net/images/anime/6/47417.webp,7.11,3891,7514,3068,1,27-07-2013,27-07-2013,movie,finished_airing,pg_13,4865,"Action, Adventure, Comedy, Fantasy, Shounen",Toei Animation
17703,Danchi Tomoo???,団地ともお,,https://cdn.myanimelist.net/images/anime/5/77064.webp,6.14,9230,1164,188,78,06-04-2013,07-02-2015,tv,finished_airing,g,1499,"Comedy, Seinen",Shogakukan Music & Digital Entertainment
17705,DD Hokuto no Ken (2013)!!,,DD Fist of the North Star???,https://cdn.myanimelist.net/images/anime/12/50323.webp,6.46,7399,NaN,1572,13,03-04-2013,26-06-2013,tv,finished_airing,pg_13,1440,"Parody, Seinen",Ajia-do
17707,Glass no Kamen desu ga???,ガラスの仮面ですが???,,https://cdn.myanimelist.net/images/anime/11/47215.jpg,5.34,NaN,1680,366,3,07-04-2013,21-04-2013,tv,finished_airing,pg_13,210,"Comedy, Parody, Shoujo",DLE
17717,Kidou Senshi Gundam: Dai 08 MS Shoutai - Sanjigen to no Tatakai,機動戦士ガンダム 第08MS小隊 三次元との戦い???,Mobile Suit Gundam: The 08th MS Team - A Battle with the Third Dimension!!,https://cdn.myanimelist.net/images/anime/6/47409.jpg,7.09,3969,10847,5514,1,22-02-2013,22-02-2013,special,finished_airing,pg_13,559,"Action, Mecha, Military",Sunrise
abc,Mahoutsukai Sally (Movie),魔法使いサリー,,https://cdn.myanimelist.net/images/anime/1559/98764.jpg,5.89,10565,1057,381,1,10-03-1990,10-03-1990,movie,finished_airing,g,1500,"Comedy, Shoujo",Toei Animation
17721,Rennyo Monogatari???,蓮如物語!!,,https://cdn.myanimelist.net/images/anime/9/47227.jpg,,19012,669,57,1,25-04-1998,25-04-1998,movie,finished_airing,,5160,"Drama, Historical",Toei Animation
17725,Magical☆Star Kanon 100%!!,マジカル☆スター　かのん100％,Magical Star Kanon 100%!,https://cdn.myanimelist.net/images/anime/7/75235.jpg,6.76,5579,32874,18525,1,18-06-2013,18-06-2013,ova,finished_airing,pg_13,1440,"Mahou Shoujo, Music, Shounen",Manglobe
17727,Haitai Nanafa 2nd Season???,はいたい七葉 2???,,https://cdn.myanimelist.net/images/anime/7/47233.webp,5.86,10732,4261,1561,13,06-04-2013,29-06-2013,tv,finished_airing,pg_13,180,"Comedy, Supernatural",Passione
17729,Grisaia no Kajitsu???,グリザイアの果実,The Fruit of Grisaia,https://cdn.myanimelist.net/images/anime/1645/112632.webp,7.46,2140,639540,323640,13,05-10-2014,28-12-2014,tv,finished_airing,r+,1420,"Drama, Harem, Psychological, Romance, School, Suspense",8bit
17731,Ketsuekigata-kun!???,血液型くん！!!,,https://cdn.myanimelist.net/images/anime/1741/91386.webp,6.49,7171,11501,5445,12,07-04-2013,23-06-2013,tv,finished_airing,pg_13,120,"Anthropomorphic, Comedy","feel., Assez Finaud Fabric"
17733,Dibetagurashi: Ahiru no Seikatsu!!,ぢべたぐらし あひるの生活,,https://cdn.myanimelist.net/images/anime/8/50677.jpg,5.74,11300,1059,257,39,07-04-2013,30-03-2014,tv,finished_airing,g,180,"Comedy, Slice of Life",
17739,Hidamari Sketch: Sae Hiro Sotsugyou-hen,ひだまりスケッチ 沙英ヒロ 卒業編???,Hidamari Sketch: Sae & Hiro Graduation!!,https://cdn.myanimelist.net/images/anime/1954/132952.jpg,8.09,,15380,6911,2,27-11-2013,27-11-2013,ova,finished_airing,pg_13,1380,"CGDCT, Iyashikei, School, Slice of Life, Visual Arts",Shaft
17741,Kimi no Iru Machi!!,,A Town Where You Live!!,https://cdn.myanimelist.net/images/anime/1829/144852.jpg,6.81,5337,156568,64949,12,13-07-2013,28-09-2013,tv,finished_airing,r+,1240,"Drama, Love Polygon, Romance, Shounen",Gonzo
17743,"Maoyuu Maou Yuusha: Kono Monogatari wa, Niku dake de wa Nai no ja!???",まおゆう魔王勇者 この物語は、駄肉だけではないのじゃ！!!,Maoyu: There's More to this Story than Useless Flesh!???,https://cdn.myanimelist.net/images/anime/2/47281.jpg,6.76,5580,26694,10018,1,09-03-2013,09-03-2013,tv_special,finished_airing,pg_13,1420,"Adventure, Fantasy, Romance",Arms
17745,Kakushi Dere,かくしデレ!!,Lust-Struck Trilogy!!,https://cdn.myanimelist.net/images/anime/1247/116649.webp,NaN,,13925,5158,3,19-04-2013,29-11-2013,ova,finished_airing,rx,1380,Hentai,Peak Hunt
17747,Furyou ni Hamerarete Jusei Suru Kyonyuu Okaasan The Animation,不良にハメられて受精する巨乳お母さん THE ANIMATION???,,https://cdn.myanimelist.net/images/anime/1229/103960.webp,NaN,,NaN,3735,2,31-05-2013,30-08-2013,ova,finished_airing,rx,1433,Hentai,Office TakeOut
17749,Kuruneko: Kurunekobin???,くるねこ便,,https://cdn.myanimelist.net/images/anime/4/47301.jpg,NaN,8678,593,146,4,18-12-2009,03-09-2010,special,finished_airing,g,420,"Comedy, Pets, Slice of Life",DAX Production
17753,Kuruneko: Nyaalock Holmes no Bouken!!,ニャーロック・ホームズの冒険,,https://cdn.myanimelist.net/images/anime/2/47305.jpg,6.24,8679,607,154,4,17-12-2010,02-09-2011,special,finished_airing,g,360,"Comedy, Pets, Slice of Life",DAX Production
17777,"Saikin, Imouto no Yousu ga Chotto Okashiinda ga.!!",最近、妹のようすがちょっとおかしいんだが。???,"Recently, my sister is unusual.",https://cdn.myanimelist.net/images/anime/3/56589.jpg,6.19,8956,177749,79956,12,04-01-2014,23-03-2014,tv,finished_airing,pg_13,1420,"Comedy, Ecchi, Romance, Shounen, Supernatural",Project No.9
17785,Jungle wa Itsumo Hare nochi Guu: Eizou Tokuten - Maboroshi no Pilot Film,映像特典 ~幻のパイロットフィルム~,Haré+Guu: Movie Special - The Illusive Pilot Film,https://cdn.myanimelist.net/images/anime/10/47343.jpg,6.24,8673,1148,381,1,21-12-2002,21-12-2002,special,finished_airing,pg_13,240,Comedy,Shin-Ei Animation
17791,Kyoto Animation: Ikitaku Naru Omise-hen???,京都アニメーションCM「行きたくなるお店編」,Attractive shop???,https://cdn.myanimelist.net/images/anime/9/69215.webp,6.31,,6085,2994,1,2012-07,2012-07,cm,finished_airing,g,30,Sci-Fi,Kyoto Animation
17811,Kyoto Animation: Hassou-hen???,京都アニメーションCM「発想編」!!,Imaginations,https://cdn.myanimelist.net/images/anime/10/69193.jpg,5.68,,4690,2397,1,2012-04,2012-04,cm,finished_airing,g,30,Fantasy,Kyoto Animation
17813,Kyoto Animation: Megane-hen,京都アニメーション CM 「メガネ編」,Glasses!!,https://cdn.myanimelist.net/images/anime/4/68993.jpg,NaN,,13358,6091,1,21-05-2012,21-05-2012,cm,finished_airing,g,30,Supernatural,Kyoto Animation
17815,Kyoto Animation: Kasa-hen!!,,Umbrella???,https://cdn.myanimelist.net/images/anime/9/73733.jpg,6.13,,4986,2542,1,2012-06,2012-06,cm,finished_airing,g,30,Fantasy,Kyoto Animation
17819,Kyoto Animation: Suiei-hen???,京都アニメーションCM「水泳編」,Swimming,https://cdn.myanimelist.net/images/anime/4/51881.webp,6.97,,14387,7385,1,07-03-2013,07-03-2013,cm,finished_airing,g,30,Sports,Kyoto Animation
17821,Stella Jogakuin Koutou-ka C³-bu!!,ステラ女学院高等科C³部（しーきゅーぶ）???,"Stella Women's Academy, High School Division Class C³???",https://cdn.myanimelist.net/images/anime/13/52125.jpg,6.52,NaN,55740,22042,13,05-07-2013,27-09-2013,tv,finished_airing,pg_13,1440,"Military, School, Seinen, Sports",Gainax
17823,Ikenai Boy???,イケナイBOY,,https://cdn.myanimelist.net/images/anime/10/47465.jpg,4.51,,1342,NaN,1,27-04-1990,27-04-1990,ova,finished_airing,r+,3118,"Comedy, Erotica, Harem",J.C.Staff
17825,Ikenai Boy: Ikasu Maruhi Hand Power???,イケナイＢＯＹ イカす（秘）ハンドパワー,,https://cdn.myanimelist.net/images/anime/4/47467.jpg,5.22,,NaN,149,1,28-09-1990,28-09-1990,ova,finished_airing,rx,3000,"Comedy, Hentai",J.C.Staff
17827,Daitoshokan no Hitsujikai,大図書館の羊飼い!!,A Good Librarian Like a Good Shepherd!!,https://cdn.myanimelist.net/images/anime/9/75230.webp,6.84,5162,142092,59259,12,09-10-2014,25-12-2014,tv,finished_airing,pg_13,1420,"Harem, Romance, School",Hoods Entertainment
17831,Inu to Hasami wa Tsukaiyou,犬とハサミは使いよう!!,Dog & Scissors???,https://cdn.myanimelist.net/images/anime/13/56313.jpg,6.51,7048,154282,71950,12,02-07-2013,17-09-2013,tv,finished_airing,pg_13,1440,"Comedy, Reincarnation, Supernatural",Gonzo
17833,Pink no Curtain,ピンクのカーテン!!,,https://cdn.myanimelist.net/images/anime/12/47507.jpg,4.91,,860,261,1,25-11-1987,25-11-1987,ova,finished_airing,rx,1796,"Hentai, Slice of Life",
17835,Seito Shokun! Kokoro ni Midori no Neckerchief wo,生徒諸君! 心に緑のネッカチーフを,,https://cdn.myanimelist.net/images/anime/13/47527.jpg,6.07,9617,685,118,1,23-02-1986,23-02-1986,tv_special,finished_airing,pg_13,3954,"Comedy, School, Shoujo",Ashi Productions
